facility_code,institution,city,state,zip,country,type,correspondence,flight,bah,cross,ope,insturl,vet_tuition_policy_url,pred_degree_awarded,locale,gibill,undergrad_enrollment,yr,student_veteran,student_veteran_link,poe,eight_keys,dodmou,sec_702,vetsuccess_name,vetsuccess_email,credit_for_mil_training,vet_poc,student_vet_grp_ipeds,soc_member,va_highest_degree_offered,retention_rate_veteran_ba,retention_all_students_ba,retention_rate_veteran_otb,retention_all_students_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,graduation_rate_all_students,transfer_out_rate_veteran,transfer_out_rate_all_students,salary_all_students,repayment_rate_all_students,avg_stu_loan_debt,calendar,tuition_in_state,tuition_out_of_state,books,online_all,p911_tuition_fees,p911_recipients,p911_yellow_ribbon,p911_yr_recipients,accredited,accreditation_type,accreditation_status,caution_flag,caution_flag_reason,complaints_facility_code,complaints_financial_by_fac_code,complaints_quality_by_fac_code,complaints_refund_by_fac_code,complaints_marketing_by_fac_code,complaints_accreditation_by_fac_code,complaints_degree_requirements_by_fac_code,complaints_student_loans_by_fac_code,complaints_grades_by_fac_code,complaints_credit_transfer_by_fac_code,complaints_job_by_fac_code,complaints_transcript_by_fac_code,complaints_other_by_fac_code,complaints_main_campus_roll_up,complaints_financial_by_ope_id_do_not_sum,complaints_quality_by_ope_id_do_not_sum,complaints_refund_by_ope_id_do_not_sum,complaints_marketing_by_ope_id_do_not_sum,complaints_accreditation_by_ope_id_do_not_sum,complaints_degree_requirements_by_ope_id_do_not_sum,complaints_student_loans_by_ope_id_do_not_sum,complaints_grades_by_ope_id_do_not_sum,complaints_credit_transfer_by_ope_id_do_not_sum,complaints_jobs_by_ope_id_do_not_sum,complaints_transcript_by_ope_id_do_not_sum,complaints_other_by_ope_id_do_not_sum
20826307,A AND L REFRIGERATION LLC,GUILFORD,CT,6437,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25833407,A B TRAINING CENTER LLC,WATERFORD,CT,6385,USA,For Profit,,,1513,NONE,"""04193400""",,,,,15,,,,,Yes,,,,,,,,,,NCD,,,0.333,,,0.333,,,,,,,,,,,,,"52,963.80",10,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25106431,A BETTER U ACADEMY,Albuquerque,NM,87110,USA,For Profit,,,1318,NONE,NONE,,,,,6,,,,,,,,,,,,,,,NCD,,,1,,,1,,,,,,,,,,,,,"30,567.54",5,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20774407,A C AND H SERVICES,NORWICH,CT,6360,USA,OJT,,,1513,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20227450,A C ELECTRIC,Powell,WY,82435,USA,OJT,,,1168,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15013433,A C REYNOLDS HIGH,ASHEVILLE,NC,28803,USA,Public,,,1459,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25091743,A CAREER IN TEACHING-ACP,CORPUS CHRISTI,TX,78411,USA,For Profit,,,1579,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700825,A COMPANY 27TH RECRUITING AND RETENTION BATTALION,ST JOSEPH,MO,64506,USA,OJT,,,916,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20778207,A E ELECTRIC LLC,WALLINGFORD,CT,6492,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25583025,A GATHERING PLACE,MARYLAND HEIGHTS,MO,63043,USA,For Profit,,,1219,NONE,NONE,,,,,2,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"5,992.80",1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28011702,A HEAD OF TIME DESIGN ACADEMY,ANCHORAGE,AK,99504,USA,For Profit,,,2083,NONE,NONE,,,,,2,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"16,240.00",2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31032132,A I B AMERICAN INSTITUTE OF BANKING OF GREATER NEW YORK,NEW YORK,NY,10038,USA,Private,,,3775,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000702,A J DIMOND HIGH SCHOOL,ANCHORAGE,AK,99502,USA,Public,,,2083,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050511,A LITTLE OFF THE TOP BARBER SHOP,Snellville,GA,30078,USA,OJT,,,1270,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20104038,A M MULTIGRAPH,PITTSBURGH,PA,15205,USA,OJT,,,1543,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20494046,A M SAVEDGE CO,NEWPORT NEWS,VA,23601,USA,OJT,,,1573,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20225519,A MAURAIS AND SON,JAY,ME,4239,USA,OJT,,,1204,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25055646,"A MIRROR IMAGE INSTITUTE OF HAIR, NAILS & SKIN",Virginia Beach,VA,23462,USA,For Profit,,,1525,NONE,NONE,,,,,2,,,,,,,,,,,,,,,NCD,,,0,,,1,,,,,,,,,,,,,"6,622.00",2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25063843,A NEW BEGINNING SCHL OF MASS-AUSTIN,AUSTIN,TX,78746,USA,For Profit,,,1585,NONE,"""03774500""",,,,,5,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"14,102.10",8,,,No,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
25119243,A NEW BEGINNING SCHL OF MASS-KILLEEN,KILLEEN,TX,76542,USA,For Profit,,,1174,NONE,NONE,,,,,22,,,,,,,,,,,,,,,NCD,,,1,,,1,,,,,,,,,,,,,"54,243.95",17,,,No,,,,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
20718529,A NEW YOU,BRISTOL,NH,3222,USA,OJT,,,1699,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D24849,A O JOHNSON & SONS INC,PHILLIPS,WI,54555,USA,OJT,,,1072,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20T00329,A PLUS ALARMS AND ENTERTAINMENT SYSTEMS,Moultonborough,NH,3254,USA,OJT,,,1606,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28021219,A PLUS PET GROOMING ACADEMY,Gray,ME,4039,USA,For Profit,,,1645,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149244,A Q CURRY PLUMBING,BOUNTIFUL,UT,84010,USA,OJT,,,1318,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602013,A R FLOORING,EFFINGHAM,IL,62401,USA,OJT,,,1147,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20518614,A R JACKSON PLUMBING INC,GREENWOOD,IN,46142,USA,OJT,,,1312,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20R15238,A SECOND CHANCE INC,PITTSBURGH,PA,15206,USA,OJT,,,1543,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804607,A SECUNDINO & SON INC,BRANFORD,CT,6405,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25041546,A STEP AHEAD ACADEMY AND SALON,ABINGDON,VA,24210,USA,For Profit,,,1111,NONE,"""04159100""",,,,,2,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,502.5,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D08649,A STURM & SONS INC,MANAWA,WI,54949,USA,OJT,,,1090,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20C22443,A T AND T,HOUSTON,TX,77070,USA,OJT,,,1639,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25043743,A T E OF TX INC DBA AMER FLYERS-ADDISON,Addison,TX,75001,USA,Flight,,Yes,1795,NONE,NONE,,,,,1,,,,,Yes,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"30,492.90",8,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25075743,A T E OF TX INC DBA AMER FLYERS-SPRING,SPRING,TX,77379,USA,Flight,,Yes,1639,NONE,NONE,,,,,,,,,,Yes,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"9,161.00",2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,A T KLEMENS INCORPORATED,GREAT FALLS,MT,59401,USA,OJT,,,991,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200725,A T STILL UNIVERSITY KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE,KIRKSVILLE,MO,63501,USA,Private,,,1072,177834,"""00247700""",WWW.ATSU.EDU,,4,33,12,NULL,,,,,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"127,131.47",9,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31127525,A T STILL UNIVERSITY MISSOURI SCHOOL OF DENTAL AND ORAL HEALTH,KIRKSVILLE,MO,63501,USA,Private,,,1072,177834,"""00247700""",WWW.ATSU.EDU,,4,33,1,NULL,,,,,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"19,198.31",1,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005303,A T STILL UNIVERSITY OF HEALTH SCIENCES,MESA,AZ,85206,USA,Private,,,1522,177834,"""00247700""",WWW.ATSU.EDU,,4,33,32,NULL,,,,Yes,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"172,289.66",36,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005903,A T STILL UNIVERSITY OF HEALTH SCIENCES,MESA,AZ,85206,USA,Private,,,1522,177834,"""00247700""",WWW.ATSU.EDU,,4,33,1,NULL,,,,Yes,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"89,561.77",5,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31126225,A T STILL UNIVERSITY OF HEALTH SCIENCES,KIRKSVILLE,MO,63501,USA,Private,,,1072,177834,"""00247700""",WWW.ATSU.EDU,,4,33,35,NULL,,,,,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"145,948.45",33,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006203,A T STILL UNIVERSITY SCHOOL OF HEALTH SCIENCES,MESA,AZ,85206,USA,Private,,,1522,177834,"""00247700""",WWW.ATSU.EDU,,4,33,9,NULL,,,,Yes,,Yes,,,,,Yes,Yes,,4-year,,,,,,,,NULL,,,199600,PrivacySuppressed,NULL,nontraditional,.,.,.,,"85,181.24",5,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25456647,A TO Z COMPUTER OFFICE TRAINING,PORT ORCHARD,WA,98366,USA,For Profit,,,1378,NONE,NONE,,,,,9,,,,,Yes,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"3,477.90",1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D12749,A TO Z ELECTRIC INC,CROSS PLAINS,WI,53528,USA,OJT,,,1567,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20699425,A TO Z RESTORATION,HOLLISTER,MO,65673,USA,OJT,,,1129,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25027004,A TOUCH FOR HEALTH SCHOOL OF MASSAGE THERAPY,TEXARKANA,AR,71854,USA,For Profit,,,1225,NONE,NONE,,,,,1,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20825607,A TOUCH OF AIR LLC,BOLTON,CT,6043,USA,OJT,,,1885,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201712,A UNIQUE HEATING AND AIR CO,CALDWELL,ID,83607,USA,OJT,,,943,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25061918,A W HEALTH CARE EDUCATORS,NEW ORLEANS,LA,70126,USA,For Profit,,,1336,457590,"""04149500""",www.awhealthedu.com,,1,11,,48,,,,,,,,,,,,,,NCD,,,,1,,,,NULL,,,NULL,PrivacySuppressed,PrivacySuppressed,nontraditional,22200,22200,1355,,,,,,No,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25301908,A WIZARD OF PAWS GROOMING SCHOOL,Rehoboth Beach,DE,19971,USA,For Profit,,,1516,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20707925,A ZEREGA'S SONS INC,Lee's Summit,MO,64086,USA,OJT,,,1294,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D02533,"A&H ART & STAINED GLASS COMPANY, INC",HARMONY,NC,28634,USA,OJT,,,1243,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585140,A&M BODY REPAIR,WEST COLUMBIA,SC,29169,USA,OJT,,,1432,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20826907,A&M MOSS PLUMBING,EAST HAVEN,CT,6512,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D21033,A&M TOOL INC,HORSE SHOE,NC,28742,USA,OJT,,,1396,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20759107,A/Z CORPORATION,LEDYARD,CT,6339,USA,OJT,,,1513,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204516,A+ COLLISION REPAIR,TOPEKA,KS,66617,USA,OJT,,,1099,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20491017,A+ COMPUTER SERVICE,MURRAY,KY,42071,USA,OJT,,,1111,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20710507,A-1 ELECTRIC CO INC,NORWALK,CT,6854,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20820407,A-1 ELECTRICAL SERVICE LLC,BETHEL,CT,6801,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061511,A-1 GLASS,Newnan,GA,30263,USA,OJT,,,1492,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20196312,A-1 HEATING & AIR CONDITIONING INC,Meridian,ID,83642,USA,OJT,,,943,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20273845,A-1 SEWER AND DRAIN SERVICE,RUTLAND,VT,5701,USA,OJT,,,1414,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20972811,A-1 SEWER ROOTER,COLUMBUS,GA,31904,USA,OJT,,,1297,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140134,AA APPRAISALS INC,CARRINGTON,ND,58421,USA,OJT,,,1111,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20487736,AA ELECTRIC AND PLUMBING,TULSA,OK,74104,USA,OJT,,,1123,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20826607,AA GLASS INC,BLOOMFIELD,CT,6002,USA,OJT,,,1885,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20828007,AAA ELECTRIC SERVICE LLC,BRANFORD,CT,6405,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20309346,"AAA ELECTRICAL CONTRACTING, INC",HAMPTON,VA,23661,USA,OJT,,,1573,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504317,AAA ELECTRICAL CONTRACTORS LLC,BOWLING GREEN,KY,42102,USA,OJT,,,1111,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295404,AAA FIRE SAFETY,SILOAM SPRINGS,AR,72761,USA,OJT,,,895,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655325,AAA LAWNMOWER SALES AND SERVICE INC,GLADSTONE,MO,64118,USA,OJT,,,1294,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20262519,AAA PLUMBING AND HEATING INC,GRAY,ME,4039,USA,OJT,,,1645,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803607,AAA REFRIGERATION SERVICE INC,NAUGATUCK,CT,6770,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25P42538,AAA SCHOOL OF TRUCKING-HARRISBURG,Harrisburg,PA,17112,USA,For Profit,,,1360,NONE,NONE,,,,,10,,,,,,,,,,,,,,,NCD,,,0,,,0,,,,,,,,,,,,,"24,200.00",5,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25314038,AAA SCHOOL OF TRUCKING-PHILADELPHIA,PHILADELPHIA,PA,19125,USA,For Profit,,,1978,NONE,NONE,,,,,12,,,,,,,,,,,,,,,NCD,,,0,,,0.667,,,,,,,,,,,,,"52,598.31",11,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195912,AAA-1 LOCK & KEY INC,Nampa,ID,83651,USA,OJT,,,943,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25389732,AAAA DRIVING SCHOOL OF STATEN ISLAND,STATEN ISLAND,NY,10312,USA,For Profit,,,2380,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000148,AACE INTERNATIONAL,Morgantown,WV,26501,USA,Private,,,1234,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31123478,AALBORG COLLEGE OF EDUCATION,AALBORG SO,,,Denmark,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008678,AALBORG UNIVERSITET CENTER,AALBORG DK-9100,,,Denmark,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20C95233,A-AMERICAN ELECTRIC INC,Fletcher,NC,28732,USA,OJT,,,1396,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14908426,AANIIIH NAKODA COLLEGE,HARLEM,MT,59526,USA,Public,,,1168,180203,"""02517500""",www.ancollege.edu,,2,43,11,134,,,,,,,Yes,,,,,,Yes,2-year,,,1,0.5439,,1,,NULL,,,20300,NULL,NULL,semesters,2410,2410,1300,,"9,111.00",5,0.01,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20449736,AAR AIRCRAFT SERVICES,OKLAHOMA CITY,OK,73159,USA,OJT,,,1168,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20784018,AAR AIRCRAFT SERVICES LAKE CHARLES,LAKE CHARLES,LA,70615,USA,OJT,,,1246,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20266704,AAR CORP,HOT SPRINGS,AR,71913,USA,OJT,,,1318,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008978,AARHUS BUS COLL CTR OF HIGHER ED,"VIBY J,",,,Denmark,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008878,AARHUS SCHOOL OF BUSINESS,"AARHUS V,",,,Denmark,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002178,AARHUS UNIVERSITY,DK-8000 Aarhus C,,,Denmark,Foreign,,,,NONE,"""01122600""",,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35027742,AARON ACADEMY,HENDERSONVILLE,TN,37077,USA,Private,,,1375,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052411,AARON COHN RYDC,MIDLAND,GA,31820,USA,OJT,,,1297,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051011,AARON PLUMBING,Suwanee,GA,30024,USA,OJT,,,1270,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25006020,AARON'S ACADEMY OF BEAUTY,WALDORF,MD,20602,USA,For Profit,,,2203,161615,"""03064900""",www.aaronsacademy.com,,1,22,1,39,,,,Yes,,,,,,,,,,NCD,,,,0.5789,,,,NULL,,,PrivacySuppressed,0.405405405,PrivacySuppressed,nontraditional,16000,16000,1600,,,,,,No,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20620625,AARTECH HOMES INC,EXCELSIOR SPRINGS,MO,64024,USA,OJT,,,1294,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
